,Date,JAPAN Standard (Large+Mid Cap),NETHERLANDS Standard (Large+Mid Cap),NORWAY Standard (Large+Mid Cap),SINGAPORE Standard (Large+Mid Cap),AUSTRALIA Standard (Large+Mid Cap),AUSTRIA Standard (Large+Mid Cap),BELGIUM Standard (Large+Mid Cap),CANADA Standard (Large+Mid Cap),DENMARK Standard (Large+Mid Cap),SPAIN Standard (Large+Mid Cap),SWEDEN Standard (Large+Mid Cap),SWITZERLAND Standard (Large+Mid Cap),UNITED KINGDOM Standard (Large+Mid Cap),USA Standard (Large+Mid Cap),FRANCE Standard (Large+Mid Cap),GERMANY Standard (Large+Mid Cap),HONG KONG Standard (Large+Mid Cap),ITALY Standard (Large+Mid Cap)
0,11/30/71,111.4,80.9,137.6,143.14,61.12,109.95,113.3,110.5,85.56,106.79,98.41,101.58,119.55,104.68,85.73,81.81,177.15,63.47
1,12/31/71,125.42,86.29,150.28,147.19,75.2,112.11,118.47,122.99,90.24,113.51,101.33,105.53,128.62,111.03,88.88,87.63,216.61,67.93
2,01/31/72,135.1,92.52,146.57,156.81,72.71,113.2,125.53,128.42,95.28,118.53,105.29,114.26,135.48,113.07,94.38,93.8,214.06,70.35
3,02/29/72,147.08,97.17,144.86,167.37,80.03,116.62,131.6,132.48,98.41,122.53,104.05,119.87,143.53,116.04,100.28,101.44,221.53,65.67
4,03/31/72,154.38,95.2,150.08,199.99,82.56,116.06,137.76,132.46,97.45,127.95,111.63,122.89,143.71,117.65,112.39,106.62,232.0,66.73
5,04/28/72,162.13,95.29,148.23,203.96,80.83,116.9,136.44,132.85,103.11,133.86,113.47,122.36,148.03,117.64,115.12,103.62,258.97,70.2
6,05/31/72,175.51,106.08,146.52,200.81,84.22,125.2,138.15,139.78,112.39,139.38,108.92,131.22,144.88,117.32,121.59,106.27,281.52,72.39
7,06/30/72,182.2,102.82,164.93,208.65,86.37,125.67,139.22,142.3,123.17,142.21,109.88,121.55,131.31,115.03,116.57,104.39,295.97,72.74
8,07/31/72,197.43,108.64,169.62,238.1,81.37,146.12,147.04,141.56,124.84,145.95,112.21,129.73,138.48,114.19,124.16,110.14,321.88,71.11
9,08/31/72,201.99,109.2,174.31,247.76,81.75,142.66,144.99,151.03,127.69,151.36,116.89,133.75,139.11,118.16,124.83,107.44,296.1,71.41
10,09/29/72,210.84,103.22,164.57,237.35,79.04,140.93,145.07,149.88,125.57,149.05,115.82,132.84,123.61,118.17,122.8,103.37,322.75,70.46
11,10/31/72,217.31,103.85,156.67,251.39,83.75,143.07,143.72,146.48,156.14,159.19,114.13,131.3,123.04,119.51,117.5,101.07,414.1,71.84
12,11/30/72,255.67,105.39,159.45,329.45,86.28,147.39,144.73,153.04,165.31,156.59,117.37,126.77,131.48,123.92,109.44,102.33,435.58,78.27
13,12/29/72,277.38,106.64,159.48,459.6,88.55,149.01,149.9,159.02,182.57,155.57,114.19,132.84,129.34,125.8,106.62,100.45,556.86,75.73
14,01/31/73,281.7,112.08,185.89,533.71,91.34,164.16,159.87,158.44,204.75,166.38,118.97,138.31,120.85,122.63,113.83,106.61,650.87,70.21
15,02/28/73,305.09,120.98,203.95,469.86,92.21,178.4,186.18,154.76,214.84,185.91,126.3,149.03,122.28,116.73,128.66,115.63,1221.48,79.38
16,03/30/73,305.44,125.78,232.75,480.34,91.91,189.38,187.93,154.79,210.33,197.68,122.02,145.87,121.9,115.18,135.64,121.83,964.17,86.74
17,04/30/73,271.23,122.87,291.54,371.78,85.97,194.22,191.17,147.84,214.33,203.43,124.25,138.96,123.09,110.58,144.55,115.14,556.94,87.0
18,05/31/73,277.83,122.22,337.38,457.08,92.97,193.73,199.45,141.77,224.99,190.37,131.73,152.75,126.68,108.67,148.49,108.1,567.83,96.02
19,06/29/73,282.36,124.08,363.92,476.95,90.54,216.71,212.93,144.39,247.18,194.3,137.9,160.12,125.85,108.66,153.95,119.82,481.03,108.87
20,07/31/73,299.08,123.83,362.77,446.95,92.08,223.69,205.91,152.07,257.85,198.52,139.79,148.67,116.35,112.76,144.32,115.33,531.56,85.4
21,08/31/73,284.53,115.83,331.93,366.7,81.83,211.49,188.98,151.36,238.44,201.88,128.68,141.43,109.66,108.82,132.79,111.0,455.4,93.31
22,09/28/73,268.81,119.02,336.67,394.25,79.11,212.87,196.97,156.08,229.43,214.99,128.42,148.61,111.15,112.52,135.55,111.16,408.12,90.41
23,10/31/73,267.04,116.73,355.61,412.4,83.54,206.5,202.49,167.3,226.84,212.83,131.09,150.95,114.87,112.82,137.52,117.42,470.38,93.33
24,11/30/73,229.95,95.45,332.11,341.22,76.22,186.52,170.53,150.81,187.49,188.28,114.67,128.69,97.52,100.66,112.46,97.16,398.38,81.77
25,12/31/73,216.88,96.44,358.7,303.58,75.12,180.77,165.48,149.28,185.94,190.01,113.14,124.72,91.95,102.23,106.39,92.37,332.73,81.63
26,01/31/74,215.76,94.61,380.49,311.55,84.77,176.73,162.02,153.62,174.83,199.45,115.69,128.3,87.84,100.28,106.21,96.64,350.69,78.65
27,02/28/74,223.68,93.66,356.81,309.61,92.39,182.49,167.22,159.19,178.42,205.24,125.45,125.43,93.71,99.96,111.56,93.45,297.61,79.8
28,03/29/74,227.06,94.23,341.3,289.83,86.47,194.91,166.19,155.1,166.14,201.91,136.0,131.21,78.44,97.31,104.03,98.32,262.79,94.55
29,04/30/74,230.05,98.17,340.96,258.21,83.02,199.28,171.53,143.68,170.4,215.91,141.03,130.44,84.52,93.36,99.12,105.83,235.67,88.56
30,05/31/74,237.97,92.71,292.89,287.73,70.7,198.17,153.94,132.15,165.9,209.16,128.75,113.15,75.69,90.26,94.44,99.05,310.11,77.84
31,06/28/74,229.2,88.86,279.28,266.55,66.17,193.94,145.76,127.19,158.46,212.5,125.42,116.34,68.25,88.53,86.74,95.29,308.74,69.46
32,07/31/74,206.06,90.68,289.07,228.83,55.6,190.42,150.04,128.86,150.51,213.2,129.8,120.34,63.66,81.28,89.57,93.09,259.04,69.8
33,08/30/74,183.03,79.01,247.12,200.2,54.29,184.38,132.99,115.79,135.47,197.06,116.41,105.28,54.14,73.71,78.34,90.79,199.82,59.98
34,09/30/74,184.67,70.52,201.61,177.4,38.15,181.09,123.69,103.59,139.47,171.39,113.32,95.44,47.55,64.92,65.92,86.48,162.87,55.55
35,10/31/74,168.93,71.33,236.41,184.97,47.59,188.89,133.39,114.5,143.44,169.01,122.59,103.65,49.07,76.15,71.32,91.25,173.03,56.13
36,11/29/74,186.1,73.28,223.9,152.74,49.34,190.1,136.19,104.24,140.69,182.0,117.84,105.22,41.3,72.41,73.34,99.65,137.24,59.17
37,12/31/74,178.19,75.42,210.41,151.85,47.16,201.22,133.49,104.55,156.92,168.91,121.17,105.5,42.0,70.68,77.59,103.35,136.01,53.15
38,01/31/75,186.82,94.21,234.58,232.08,57.8,206.78,154.69,120.45,167.09,171.12,134.02,131.04,65.3,79.57,97.92,116.39,182.03,58.38
39,02/28/75,213.68,102.55,241.65,283.12,58.66,217.79,164.93,123.35,174.87,179.18,147.06,138.88,82.47,84.3,99.84,131.82,207.43,64.23
40,03/31/75,218.63,100.69,231.74,303.8,57.35,216.01,160.51,119.45,164.88,169.94,143.37,135.35,75.36,86.09,107.0,129.86,218.58,62.4
41,04/30/75,218.8,102.98,245.92,298.62,56.15,212.39,166.66,120.88,178.71,177.27,148.54,141.94,86.77,89.71,116.41,131.9,246.48,61.97
42,05/30/75,217.36,98.2,237.92,277.56,61.67,210.18,166.97,123.04,186.15,168.28,144.31,139.89,89.4,93.54,113.17,123.8,244.05,60.42
43,06/30/75,219.39,100.66,233.15,247.03,59.67,209.0,160.48,125.76,181.18,160.78,150.02,138.84,75.19,97.78,105.75,123.98,244.22,53.25
44,07/31/75,207.77,94.16,227.12,227.48,58.26,190.8,150.23,124.35,174.04,152.04,142.26,131.11,71.52,90.96,106.06,122.97,228.1,46.63
45,08/29/75,198.19,93.98,220.19,218.79,56.04,188.46,150.26,122.9,175.13,154.35,135.64,124.88,80.57,88.7,105.23,116.59,222.89,46.34
46,09/30/75,185.28,85.72,180.09,214.69,59.64,182.29,132.33,116.53,169.34,143.62,136.78,115.17,79.22,85.34,96.77,111.17,228.28,43.7
47,10/31/75,204.88,93.25,186.81,236.6,61.19,190.19,137.1,111.11,183.56,150.07,143.46,132.23,83.61,90.94,103.52,125.07,233.37,45.27
48,11/28/75,206.26,99.86,172.5,228.37,65.17,185.75,142.31,119.67,182.1,167.41,138.8,138.46,81.83,93.43,107.68,127.85,247.66,46.82
49,12/31/75,208.22,105.5,172.87,240.87,67.0,189.51,142.42,115.2,184.47,163.03,140.47,144.44,85.46,92.24,106.15,129.19,274.11,46.73
50,01/30/76,220.65,113.77,206.98,297.23,67.95,192.71,154.93,127.33,196.88,151.82,146.86,149.77,93.6,102.73,107.58,131.85,328.32,45.39
51,02/27/76,221.81,111.77,191.93,288.75,68.9,195.01,150.35,133.83,189.6,129.09,147.15,148.74,90.31,101.4,112.28,133.82,350.48,45.17
52,03/31/76,221.35,116.52,183.45,264.26,67.12,199.16,144.75,131.77,188.4,122.48,148.27,149.13,84.65,104.67,103.98,138.81,365.28,36.74
53,04/30/76,222.39,116.62,179.57,280.68,68.52,197.1,145.0,133.73,189.82,131.32,163.05,147.66,84.47,103.29,98.72,130.24,340.59,32.99
54,05/31/76,223.23,112.83,175.51,269.5,69.05,194.48,137.1,134.26,193.81,126.82,154.65,148.69,75.42,101.9,97.19,126.0,322.55,35.32
55,06/30/76,234.03,110.5,187.81,274.66,69.79,192.04,137.58,133.08,200.37,117.03,152.8,151.43,75.29,106.14,94.52,127.74,331.24,37.72
56,07/30/76,229.3,109.91,192.21,266.63,76.73,197.45,136.92,130.84,202.46,116.43,153.17,151.19,72.61,105.28,86.48,126.35,323.02,39.2
57,08/31/76,236.94,108.77,186.96,277.35,76.34,203.42,131.98,129.33,202.12,113.58,144.14,150.88,68.79,104.9,85.88,126.35,331.44,37.78
58,09/30/76,237.82,107.65,192.04,277.97,70.0,209.99,131.07,127.43,197.68,114.81,142.03,149.87,60.71,107.27,80.13,132.08,328.2,34.74
59,10/29/76,224.97,106.16,183.62,261.87,65.64,210.58,129.56,122.44,190.08,107.43,130.08,144.36,52.53,104.98,74.03,123.68,312.38,30.1
60,11/30/76,222.07,109.71,190.92,252.35,51.71,204.07,138.23,106.8,181.29,106.64,134.57,145.5,57.74,104.24,71.19,130.05,327.48,32.13
61,12/31/76,255.49,116.26,191.81,267.12,57.53,212.57,146.06,121.22,188.4,99.08,142.47,155.37,70.46,109.48,79.93,133.14,373.01,33.29
62,01/31/77,247.45,116.23,182.69,264.7,58.39,208.31,140.53,117.28,186.28,90.97,128.51,153.37,76.95,103.85,78.1,130.48,360.05,31.02
63,02/28/77,259.73,119.23,175.21,261.56,56.46,212.34,144.31,115.96,195.56,96.89,142.65,149.31,78.56,101.43,74.35,128.16,351.85,30.44
64,03/31/77,256.79,121.16,176.35,254.49,59.63,210.56,139.67,116.5,198.35,91.41,144.12,150.54,80.91,99.96,66.52,132.16,340.87,29.87
65,04/29/77,261.12,132.59,164.99,248.88,58.79,209.85,142.31,113.51,193.85,92.41,136.35,152.07,83.42,99.97,64.91,143.07,358.49,28.51
66,05/31/77,259.05,124.89,158.89,248.51,61.27,208.76,140.78,111.1,190.69,88.25,132.38,147.07,85.3,97.78,68.02,139.78,347.61,27.05
67,06/30/77,268.83,125.15,161.08,259.2,60.91,206.46,144.59,115.4,189.19,86.94,118.44,151.25,87.7,102.22,72.53,136.74,349.92,28.41
68,07/29/77,265.19,126.72,160.47,266.53,57.4,209.45,146.51,114.59,183.81,62.76,116.52,154.41,86.09,100.64,70.5,141.01,333.2,26.23
69,08/31/77,278.76,119.85,147.69,269.57,54.44,205.13,142.67,109.46,180.23,62.47,98.99,159.98,96.08,98.44,75.45,141.48,340.41,31.0
70,09/30/77,282.28,122.41,152.8,262.55,54.23,199.65,142.02,109.62,181.19,55.14,106.01,169.84,103.85,98.18,79.77,143.81,329.7,29.77
71,10/31/77,287.33,123.39,149.64,263.95,58.06,202.46,142.34,101.75,181.9,55.43,101.16,175.96,105.31,93.79,83.17,151.32,326.23,27.83
72,11/30/77,287.68,125.24,139.72,269.78,56.3,200.75,140.28,107.35,172.2,55.45,95.02,181.79,99.5,95.9,79.16,153.92,327.5,26.3
73,12/30/77,289.23,126.93,139.93,274.38,61.19,217.18,146.98,113.32,183.46,60.13,106.27,194.56,105.83,96.12,78.94,161.11,317.64,26.03
74,01/31/78,300.91,127.4,131.76,269.67,58.05,215.01,152.91,104.72,185.57,57.05,115.66,205.12,102.69,90.18,73.86,162.68,317.94,27.71
75,02/28/78,311.83,129.88,122.64,271.6,54.66,219.79,157.46,104.1,192.58,54.8,113.63,209.02,96.81,87.82,75.02,168.76,321.46,29.52
76,03/31/78,351.65,134.47,123.56,295.66,57.57,224.92,159.5,108.43,188.18,55.4,121.19,206.61,99.09,89.61,94.42,168.9,350.81,31.05
77,04/28/78,348.87,131.49,123.5,310.01,61.06,215.88,166.42,110.1,182.05,58.33,126.34,190.41,98.58,97.73,98.83,159.88,351.0,30.86
78,05/31/78,351.54,132.11,126.9,328.2,63.84,214.53,156.0,115.96,182.68,59.32,121.75,196.63,102.39,97.77,103.99,160.58,356.2,32.53
79,06/30/78,383.98,133.92,118.59,367.25,63.46,214.6,152.88,114.9,183.05,60.49,124.3,203.28,100.89,95.86,102.52,164.87,432.0,31.01
80,07/31/78,423.37,137.91,126.0,380.89,67.49,224.19,156.91,120.94,191.22,64.01,135.28,214.68,110.98,101.31,117.31,173.43,452.69,31.58
81,08/31/78,416.42,147.06,149.71,442.89,71.56,229.47,160.94,122.95,193.04,64.9,138.03,227.74,113.7,103.62,114.05,180.63,528.73,34.16
82,09/29/78,425.01,147.46,157.45,392.27,74.36,233.78,164.36,126.94,191.4,63.4,130.73,232.96,114.85,102.8,130.9,190.4,492.72,42.54
83,10/31/78,457.33,151.17,146.78,450.97,70.86,260.4,181.06,120.8,203.03,66.41,132.28,237.31,117.65,93.68,134.55,209.21,515.58,41.05
84,11/30/78,414.55,138.21,139.0,373.62,66.98,227.38,165.38,127.42,185.18,58.9,122.58,210.14,111.67,95.19,119.09,184.82,367.58,36.36
85,12/29/78,434.09,143.06,140.11,386.98,70.94,242.45,175.16,130.61,189.69,58.55,125.36,230.2,114.89,96.51,128.76,195.09,360.92,36.74
86,01/31/79,432.01,148.09,148.07,422.5,73.62,235.36,182.72,133.25,198.16,56.31,133.92,244.44,113.85,100.5,124.68,191.6,402.18,38.07
87,02/28/79,414.78,145.92,166.55,395.46,75.82,235.88,185.11,136.0,198.44,59.59,126.79,243.19,123.27,96.61,116.95,187.0,384.29,40.22
88,03/30/79,399.44,151.71,170.96,420.17,76.54,241.88,186.53,149.31,198.57,67.98,126.53,245.01,141.63,101.67,122.12,182.58,381.7,40.66
89,04/30/79,386.49,151.03,194.93,430.38,73.73,235.51,183.32,152.99,194.77,64.97,119.07,242.09,148.2,101.24,127.47,179.05,378.74,38.17
90,05/31/79,391.78,144.67,219.31,449.79,75.79,231.55,177.31,156.6,185.04,64.94,118.14,231.65,137.42,98.84,118.78,169.49,391.09,39.94
91,06/29/79,393.8,154.03,260.43,431.69,74.52,239.72,181.33,167.04,188.31,64.78,118.23,240.39,137.66,102.19,136.19,170.38,371.99,40.13
92,07/31/79,392.09,153.99,258.35,442.34,76.63,240.08,184.55,158.67,193.17,60.65,122.53,241.91,138.44,102.87,135.79,177.48,413.94,42.49
93,08/31/79,392.99,160.73,262.91,459.91,85.63,245.55,183.4,174.33,190.83,60.82,119.95,247.92,141.47,107.5,145.37,180.63,406.17,46.17
94,09/28/79,399.89,168.23,306.62,488.35,91.33,256.31,195.11,185.14,190.08,57.92,121.02,268.37,143.62,106.86,167.79,189.25,486.7,47.95
95,10/31/79,368.35,156.46,329.04,449.65,89.8,257.8,183.58,165.5,179.73,55.19,116.58,242.77,128.28,99.54,147.65,173.09,480.61,43.25
96,11/30/79,353.07,158.46,391.63,457.73,87.13,271.5,189.6,179.72,182.87,52.42,118.07,248.91,133.43,103.19,158.03,182.02,542.25,42.33
97,12/31/79,374.83,160.07,383.42,484.85,97.59,279.77,189.95,190.85,173.91,54.93,121.48,251.35,132.76,104.38,156.74,180.71,634.4,42.0
98,01/31/80,381.74,162.96,390.3,541.12,117.52,274.78,192.09,218.19,165.62,53.0,128.04,251.87,146.47,110.18,167.32,179.12,664.72,45.76
99,02/29/80,366.33,161.41,364.81,560.89,120.3,274.18,180.68,246.71,156.93,54.43,125.57,234.91,154.39,108.56,165.15,179.58,660.24,46.58
100,03/31/80,355.49,135.28,263.61,492.37,98.15,248.03,148.99,191.67,139.21,49.41,117.12,197.33,133.38,98.45,138.04,151.4,542.28,41.78
101,04/30/80,383.9,151.06,306.5,526.9,104.72,261.71,175.1,197.49,146.92,48.69,126.41,225.11,143.57,102.22,152.33,168.38,623.14,45.79
102,05/30/80,406.15,156.9,349.34,597.46,119.13,264.35,176.63,214.03,149.64,50.59,125.44,226.19,144.26,106.61,161.6,174.01,641.87,47.27
103,06/30/80,421.38,164.56,345.39,648.44,127.73,265.03,180.69,228.99,155.42,54.28,126.67,239.74,161.87,109.55,162.86,180.38,755.17,48.81
104,07/31/80,399.88,168.74,332.44,677.71,127.33,263.3,176.2,237.76,163.5,52.81,126.56,240.08,166.74,116.31,155.27,181.09,836.86,53.84
105,08/29/80,425.85,165.49,317.72,711.2,134.34,258.59,168.0,241.05,165.19,52.87,121.06,241.21,170.11,116.59,158.11,176.26,888.86,58.97
106,09/30/80,453.22,165.86,350.59,669.36,141.98,253.18,164.79,238.95,177.99,54.28,120.87,239.95,174.32,119.0,156.99,174.27,872.27,65.78
107,10/31/80,463.6,173.65,340.92,748.36,151.05,240.87,155.09,231.34,193.99,53.26,129.76,233.03,188.88,121.48,161.07,161.05,1082.36,79.69
108,11/28/80,448.07,181.3,327.44,784.97,146.62,237.98,146.99,239.99,191.31,50.02,137.57,228.63,184.74,133.64,157.17,161.57,1031.32,74.21
109,12/31/80,478.8,168.27,301.15,772.31,145.02,236.09,140.55,225.44,190.88,50.35,139.46,226.21,175.72,128.47,144.74,154.38,1061.09,74.11
110,01/30/81,487.51,159.04,283.02,874.52,129.51,211.88,131.32,222.76,193.28,49.57,130.56,201.51,174.0,123.17,127.89,139.9,1106.66,85.38
111,02/27/81,479.82,157.56,268.64,959.47,123.89,208.07,126.35,217.15,191.15,48.84,149.25,201.1,167.74,125.24,128.61,138.54,1023.8,90.12
112,03/31/81,507.81,149.2,258.87,952.62,136.53,207.85,120.69,233.19,198.34,50.44,161.17,205.24,169.41,128.87,133.53,144.69,937.39,90.81
113,04/30/81,544.07,141.99,246.32,1018.19,134.63,190.24,115.31,227.65,197.88,50.01,149.3,189.82,173.09,125.93,118.84,143.57,967.78,94.97
114,05/29/81,529.41,130.52,213.29,973.83,133.23,178.63,99.68,235.18,198.47,50.65,153.06,178.2,158.6,125.02,90.58,132.36,1130.93,95.74
115,06/30/81,547.41,129.29,206.34,1058.74,130.72,170.18,93.9,234.55,209.79,56.62,167.79,186.01,151.53,124.18,83.32,136.83,1149.56,76.12
116,07/31/81,526.61,127.85,235.16,898.57,115.86,165.85,87.7,218.12,201.05,52.25,171.97,177.2,145.58,124.51,89.02,133.02,1077.78,68.22
117,08/31/81,546.37,127.65,240.1,704.44,116.26,161.57,88.75,217.96,207.76,56.35,174.2,171.2,151.43,116.86,93.27,130.75,1011.97,75.84
118,09/30/81,494.07,114.42,223.54,715.75,105.12,165.59,87.56,185.63,204.23,54.61,151.86,171.0,123.74,110.8,95.89,129.41,732.18,67.18
119,10/30/81,492.92,126.93,244.96,731.8,98.59,170.02,88.53,180.38,224.15,51.55,170.27,184.57,130.14,115.75,92.81,132.97,767.18,62.29
120,11/30/81,537.08,139.51,260.19,882.65,107.78,173.33,91.52,203.54,228.12,54.25,190.19,201.07,154.67,120.26,98.76,140.12,900.66,68.3
121,12/31/81,545.08,134.62,239.84,897.24,105.75,180.64,106.94,193.0,227.83,50.93,183.68,198.02,147.73,116.52,94.89,133.6,863.68,65.64
122,01/29/82,535.26,132.39,238.63,875.43,93.76,170.2,111.98,175.46,226.03,49.77,178.07,189.22,154.17,114.64,99.16,131.97,851.45,63.22
123,02/26/82,491.98,120.92,215.5,793.54,83.47,162.75,107.38,161.3,220.55,47.87,174.13,183.43,142.4,108.16,103.36,130.0,743.41,65.11
124,03/31/82,444.08,128.0,189.09,764.78,76.79,158.03,99.57,151.07,203.1,44.96,164.72,181.58,144.16,107.02,95.86,131.12,689.99,62.73
125,04/30/82,482.95,138.83,204.83,816.39,86.28,159.06,103.62,149.25,215.45,46.56,160.94,181.11,147.1,111.15,104.43,135.46,807.25,60.59
126,05/31/82,463.81,136.57,207.84,814.01,84.77,157.24,96.62,145.67,208.08,44.91,166.05,174.29,151.29,106.9,102.95,132.16,879.26,55.45
127,06/30/82,435.25,122.75,182.51,725.73,77.06,145.47,91.24,125.44,193.05,40.85,159.11,159.38,141.07,104.99,84.44,122.96,768.38,47.68
128,07/30/82,418.46,123.39,176.68,659.58,74.07,144.17,94.96,133.09,196.49,39.55,169.59,159.66,145.49,102.56,82.01,122.88,712.57,50.65
129,08/31/82,420.25,125.27,178.98,627.31,75.33,141.33,98.8,156.39,202.38,36.9,167.79,160.26,147.13,114.63,83.82,119.24,618.07,51.43
130,09/30/82,403.61,124.75,160.88,641.12,76.78,139.05,100.27,153.88,202.41,32.85,180.76,158.57,153.45,115.58,80.54,123.95,531.96,48.86
131,10/29/82,404.57,133.96,162.35,683.77,76.41,135.91,97.65,170.83,209.42,33.3,175.25,165.59,155.66,127.9,80.63,120.95,417.37,47.65
132,11/30/82,478.91,133.16,156.11,691.62,75.07,141.35,99.95,172.84,204.45,34.34,205.48,178.02,150.51,132.32,83.73,127.43,393.28,50.72
133,12/31/82,532.64,145.74,162.79,730.09,77.7,157.1,107.06,188.02,225.75,31.26,218.68,198.36,152.32,134.15,85.69,141.85,453.29,52.13
134,01/31/83,509.95,147.14,180.78,790.81,85.48,148.48,105.73,193.32,229.79,29.62,246.96,201.12,149.45,138.97,88.41,136.31,503.01,58.18
135,02/28/83,517.7,151.47,197.56,840.04,78.65,151.32,107.35,199.88,255.97,29.29,296.13,202.94,149.69,141.36,91.78,147.56,572.9,63.35
136,03/31/83,537.81,174.57,204.28,863.11,73.53,162.99,119.33,204.39,289.81,30.97,295.92,201.59,151.21,145.71,94.66,166.36,544.81,66.24
137,04/29/83,548.56,179.47,248.69,944.17,85.11,168.68,127.58,225.19,293.8,30.61,341.29,211.81,171.97,156.6,98.09,174.3,541.2,61.01
138,05/31/83,549.16,173.84,246.37,921.92,90.62,164.93,121.53,230.2,292.51,32.32,337.03,202.34,176.43,153.64,99.3,160.33,469.97,57.41
139,06/30/83,565.97,190.34,252.9,933.83,87.79,159.74,126.78,234.58,312.23,30.48,315.7,206.33,177.25,159.04,97.37,167.89,495.74,57.73
140,07/29/83,569.99,187.71,277.94,885.53,98.54,151.89,128.66,235.34,311.26,29.45,339.34,210.2,170.25,153.34,96.3,165.13,540.52,57.67
141,08/31/83,562.32,185.82,277.59,908.61,101.92,147.87,123.47,235.97,345.31,27.2,341.87,198.81,168.11,155.92,98.99,151.52,465.56,57.51
142,09/30/83,606.04,190.71,287.46,897.7,106.17,151.93,123.39,238.7,375.42,28.06,334.67,205.73,167.26,157.4,103.79,159.32,339.73,55.96
143,10/31/83,602.41,181.69,270.59,871.27,104.27,149.51,115.32,224.29,365.56,29.53,325.05,211.58,163.82,155.07,103.31,171.9,407.45,52.2
144,11/30/83,609.17,186.2,277.25,874.4,113.83,146.22,118.8,243.34,361.95,29.2,338.01,219.27,170.54,157.85,107.33,170.56,401.34,53.26
145,12/30/83,655.43,190.7,285.14,942.97,116.23,149.43,123.79,242.77,374.42,26.09,321.37,230.03,170.25,156.43,109.83,171.49,414.19,52.67
146,01/31/84,685.44,212.87,317.8,964.87,115.56,143.58,130.25,230.61,365.23,28.33,346.29,221.6,176.37,154.13,115.65,171.31,525.44,60.82
147,02/29/84,682.72,214.63,332.06,930.19,111.24,154.66,130.81,227.64,339.05,32.59,349.36,224.57,182.8,147.18,118.16,177.12,504.03,61.82
148,03/30/84,805.2,216.84,346.28,909.35,115.27,156.49,137.44,220.22,319.13,33.46,363.69,226.86,189.09,149.34,119.84,177.39,483.18,62.31
